Date;Tair;Tmin;Tmax;Rain;Pressure;WindSpeed;RH
18/03/2016;25.2;18.94;32.98;0;909.6;0.62;62.48
19/03/2016;26.44;19;35.14;0;909.4;0.75;53.45
20/03/2016;25.19;20.23;32.34;0.82;911.2;0.68;63.1
21/03/2016;20.6;17.73;24.89;12.95;915.3;1.72;86.15
22/03/2016;20.11;16.43;26.22;7.93;915.9;1.82;82.7
23/03/2016;21.82;15.65;29.97;1.57;913.6;0.98;74.35
24/03/2016;24.58;18.23;32.77;0;910.6;0.34;61.15
25/03/2016;24.81;17.84;33.05;0;910.1;0.51;60.84
26/03/2016;25.64;18.66;34.23;0;911.1;0.35;56.58
27/03/2016;25.81;19.06;34.23;0;912.7;0.46;54.46
28/03/2016;25.1;19.12;32.47;0;912.9;0.49;61
29/03/2016;25.38;19.69;33.22;0;911.8;0.31;61.53
30/03/2016;25.57;19.31;33.48;0;911.3;0.43;62.5
31/03/2016;26.83;19.72;35.37;0;910.1;0.87;57.76
01/04/2016;26.71;20.09;35.26;0;910;1.2;54.33
02/04/2016;26.96;19.27;35.85;0;910.6;0.6;53.08
03/04/2016;24.58;19.92;31.06;0.26;913.2;1.24;67.9
04/04/2016;23.28;19;30.28;2.63;915.1;1.3;73.28
05/04/2016;22.76;17.98;29.81;0.6;915.1;1.47;69.82
06/04/2016;22.85;18.12;29.69;2.15;913.7;1.24;72.12
07/04/2016;23.87;18.33;31.47;0.37;912.4;1.15;65.95
08/04/2016;22.89;16.66;30.37;0;912.8;1.21;63.15
09/04/2016;20.94;13.5;29.44;0;913.6;1.32;55.84
10/04/2016;22.3;16.03;30.57;0.02;914.1;1.3;62.22
11/04/2016;24.19;17.4;33.09;0.24;913.8;0.93;61.82
12/04/2016;24.76;19.3;32.32;0.58;913.1;0.64;66.33
13/04/2016;25.89;19.54;33.75;0.12;911.4;0.33;61.12
14/04/2016;26.17;20.44;33.78;0;910.1;0.26;62.1
15/04/2016;25.89;20.79;33.02;0;909.4;0.26;63.26
16/04/2016;26.34;19.99;34.4;0;909.1;0.37;58.51
17/04/2016;26.41;20.61;33.93;0;910.7;0.43;59.85
18/04/2016;25.21;21.28;30.85;0.02;912.2;0.51;67.03
19/04/2016;23.5;20.23;28.06;0.04;912.3;0.69;71.59
20/04/2016;23.7;19.41;30.18;0.21;911.4;0.83;69.96
21/04/2016;23.72;19.14;31.37;0.05;911.2;0.93;61.18
22/04/2016;24.21;18.07;32.86;0.13;912.4;0.88;56.1
23/04/2016;24.21;18.29;31.6;0.51;912.4;1.03;62.85
24/04/2016;25.65;20.03;33.16;0.09;911.5;0.66;57.36
25/04/2016;26.05;21.02;32.76;4.26;910.6;0.48;63.71
26/04/2016;25.02;20.7;31.34;11.49;909;0.35;76.8
27/04/2016;26.11;21.15;32.88;1.72;908.3;0.6;69.85
28/04/2016;26.1;21.24;33.01;1.74;909.6;0.42;69.76
29/04/2016;25.77;21.75;31.81;0.54;909.4;0.67;70.59
30/04/2016;26.26;21.27;32.75;0.5;908.3;0.99;62.1
01/05/2016;27.05;19.47;35.68;0.67;908.7;0.41;57.51
02/05/2016;24.4;22.1;28.13;6.53;909.9;0.31;83.06
03/05/2016;24.15;21.38;29.05;5.33;910.9;0.38;81.16
04/05/2016;25.09;20.94;30.59;5.01;911;0.26;74.66
05/05/2016;23.75;20.33;28.59;8.84;911.2;0.72;82.05
06/05/2016;22.97;18.83;28.8;3.57;912.2;1.07;78.08
07/05/2016;21.95;16.75;28.74;1.56;913.1;0.95;69.63
08/05/2016;22.86;16.84;30.4;0.45;912.5;0.58;64.87
09/05/2016;24.05;17.36;31.72;0;911.9;0.32;62.53
10/05/2016;24.83;18.19;32.25;0;912.1;0.49;62.9
11/05/2016;25.64;19.63;33.15;0.41;912.5;0.65;60.18
12/05/2016;25.29;20.16;32.32;1.58;912.9;0.84;65.33
13/05/2016;25.31;21.35;32.79;0.8;912.7;0.97;65.56
14/05/2016;24.58;20.46;31.05;0.96;912.8;1.11;66.76
15/05/2016;24.78;19.73;32.07;0.18;912.7;0.96;63.54
16/05/2016;23.98;19.49;29.14;1.34;912.3;0.74;74.11
17/05/2016;26.3;21.22;33.91;3.63;911.6;0.51;65.91
18/05/2016;26.75;20.97;33.99;3.9;911.1;0.48;63.25
19/05/2016;26.33;21.51;33.24;2.3;910.7;0.44;66.29
20/05/2016;25.94;21.56;32.37;0.2;911.5;0.48;67.31
21/05/2016;26.42;21.67;33.33;0.32;912.3;0.55;61.97
22/05/2016;26.42;20.71;34.07;1.28;911.2;0.5;60.47
23/05/2016;26.85;19.93;35.16;0;910.9;0.37;57.18
24/05/2016;27.6;20.79;35.68;0;912.6;0.46;57.23
25/05/2016;26.74;22.19;33.33;0.63;913.5;0.84;65.11
26/05/2016;25.82;21.03;32.95;2.19;911.7;0.82;64.42
27/05/2016;25.62;20.33;32.53;3.1;909.8;0.53;65.22
28/05/2016;24.62;21.11;29.81;0.76;910.8;0.44;72.31
29/05/2016;24.52;20.92;30.34;4.91;912.6;0.43;73.66
30/05/2016;25.16;20.73;31.24;2.51;911.5;0.59;71.46
31/05/2016;25.29;20.32;32.36;1.35;909.9;0.51;67.76
01/06/2016;25.46;20.81;32.91;6.14;910;0.5;69.28
02/06/2016;23.14;21.04;26.61;9.45;910.8;0.38;84.62
03/06/2016;23.67;20.05;29.39;8.65;910.3;0.25;79.52
04/06/2016;22.76;20.21;27.41;17.86;908.6;0.63;83.99
05/06/2016;22.3;19.35;26.25;9;909.4;1.06;82.11
06/06/2016;23.45;18.18;30.13;4.78;911.2;0.59;76.32
07/06/2016;23.52;20.43;27.54;9.42;911.7;0.29;84.44
08/06/2016;22.9;20.89;25.76;10.22;911.5;0.33;90.08
09/06/2016;23.42;20.12;28.1;3.39;912.3;0.43;82.73
10/06/2016;24.05;20.72;28.64;6.75;913.1;0.5;73.88
11/06/2016;23.18;20.31;28.15;2.38;914.2;0.66;74.72
12/06/2016;23.4;18.67;29.08;4.26;914.6;0.69;74.66
13/06/2016;23.87;18.07;30.48;0.85;913.8;0.56;68.67
14/06/2016;23.89;19.06;30.45;13.73;912.9;0.46;75.3
15/06/2016;23.36;19.58;28.56;12.64;913.7;0.52;79.49
16/06/2016;23.43;19.75;28.55;11.47;913.1;0.25;79.17
17/06/2016;22.16;20.45;24.58;23.7;911.7;0.4;92.72
18/06/2016;22.66;19.82;26.72;5.62;911.8;0.26;85.75
19/06/2016;22.62;20.17;26.26;1.36;912.6;0.42;87.18
20/06/2016;22.89;20.23;27.18;1.11;913.1;0.61;83.15
21/06/2016;22.33;19.27;26.81;1.99;913.1;0.86;82.86
22/06/2016;21.81;19.13;26.72;5.26;913.7;0.72;81.06
23/06/2016;22.53;18.28;27.78;5.05;913.5;0.45;84.37
24/06/2016;23.31;19.73;28.83;2.53;913.4;0.69;77.39
25/06/2016;22.11;19.38;25.82;6.93;912.8;0.65;88.25
26/06/2016;22.51;19.48;27.09;6.88;912.8;0.69;84.92
27/06/2016;21.92;19.11;26.37;6.48;912.5;0.93;85.43
28/06/2016;21.89;18.02;26.87;5.65;912.5;0.76;81.14
29/06/2016;22.14;19.08;26.78;3.13;912.5;0.76;82.62
30/06/2016;23.22;19.35;28.43;0.3;912.2;0.72;81.32
01/07/2016;23.43;20.06;28.02;3.36;913.2;0.8;83.09
02/07/2016;22.64;19.88;27.04;2.74;914.2;0.72;78.28
03/07/2016;22.92;19.36;28.01;1.8;914.5;0.67;81.14
04/07/2016;23.51;19.45;29.1;0.13;914.6;0.77;74.82
05/07/2016;23.34;18.4;29.27;1.79;914.4;0.82;73.33
06/07/2016;23.45;19.78;28.93;3.72;913.8;0.81;80.28
07/07/2016;22.87;20.06;26.96;7.99;913.2;0.84;87.48
08/07/2016;23.41;19.99;28.68;9.17;913.3;0.85;81.13
09/07/2016;22.66;19.98;27.44;7.6;913.9;0.8;83.62
10/07/2016;23.4;19.67;28.84;0.09;913.4;0.66;75.57
11/07/2016;23.61;19.57;29.18;1.33;913.1;0.7;75.71
12/07/2016;22.37;19.29;26.47;3.45;912.8;0.75;86.47
13/07/2016;22.53;19.04;27.58;3.19;913.7;0.8;82.33
14/07/2016;22.3;19.14;26.52;2.01;913.9;0.82;84.07
15/07/2016;23;19.76;28.05;0.86;913.1;0.57;78.38
16/07/2016;23.3;19.07;29.08;0.88;912.6;0.54;76.43
17/07/2016;23.2;18.52;29.27;2.49;913.5;0.71;76.21
18/07/2016;22.15;19.21;27.1;7.08;913.4;0.96;82.27
19/07/2016;21.56;18.85;25.86;14.24;912.6;0.76;81.75
20/07/2016;22.22;18.03;27.68;5.54;913.4;0.34;82.72
21/07/2016;22.93;19.78;27.93;0.44;913.9;0.59;80.09
22/07/2016;23.35;19.41;28.98;5.15;913.5;0.63;78.8
23/07/2016;22.93;19.85;28.16;6.77;912.8;0.64;81.82
24/07/2016;22.65;18.08;28.14;0.81;912.8;0.53;75.27
25/07/2016;22.45;18.96;26.92;1.97;912;0.61;80.73
26/07/2016;22.79;19.23;28.04;2.11;911.6;0.55;81.39
27/07/2016;23.52;19.11;29.53;0.56;911.4;0.61;74.91
28/07/2016;23.74;18.73;29.87;0.26;911.7;0.58;72.3
29/07/2016;23.49;19.52;28.51;5.01;911.8;0.66;75.06
30/07/2016;22.86;18.13;29.54;1.51;912.4;0.67;70.14
31/07/2016;22.94;18.22;29.04;0.47;912.4;0.75;71.84
01/08/2016;23.77;19.74;29.87;1.3;912.6;0.7;74.1
02/08/2016;22.52;19.41;26.74;3.72;912.9;0.89;84.08
03/08/2016;22.01;20.34;25.12;16.5;910.5;0.64;88.48
04/08/2016;22.02;19.78;25.93;6.15;909.3;0.98;87.32
05/08/2016;21.99;18.65;25.93;6.63;910.8;0.57;87.6
06/08/2016;22.69;20.01;26.23;6.96;912.2;0.39;86.69
07/08/2016;23.09;20.2;27.8;3.16;912.2;0.56;83.64
08/08/2016;23.35;20.11;27.9;6.51;911.7;0.47;85.16
09/08/2016;23.2;20.48;27.39;4.13;912.4;0.6;86.62
10/08/2016;23.71;18.46;30;0.92;913.4;0.7;75.7
11/08/2016;23.21;19.31;28.81;5.24;913.3;0.64;80
12/08/2016;22.71;19.74;27.23;5.43;911.6;0.55;83.62
13/08/2016;22.9;19.95;27.41;9.19;910.3;0.44;84.15
14/08/2016;22.69;19.38;27.71;10.77;910.1;0.44;85.03
15/08/2016;22.43;19.38;26.14;8.93;910.9;0.54;86.05
16/08/2016;22.61;18.99;27.29;6.46;911.8;0.46;85.25
17/08/2016;22.37;19.36;26.83;2.91;912.6;0.55;86.89
18/08/2016;22.88;19.12;27.81;0.65;912.9;0.71;80.08
19/08/2016;23.33;19.52;28.87;1.62;912.3;0.69;80.68
20/08/2016;23.56;19.61;29.02;0.86;911.2;0.64;78.29
21/08/2016;23.26;18.19;29.25;4.39;911.5;0.62;77.68
22/08/2016;22.85;20.3;27.08;7.05;912.8;0.62;85.83
23/08/2016;23.04;19.05;28.51;2.16;914.5;0.88;77.28
24/08/2016;22.02;19.13;26.4;6.71;913.8;0.99;85.69
25/08/2016;22.86;18.73;28.26;0.2;911.9;0.85;80.65
26/08/2016;22.26;19.88;25.89;0.59;910.9;0.47;86.15
27/08/2016;22.58;19.83;26.51;2.95;911;0.34;85.48
28/08/2016;22.23;19.66;25.81;11.94;911.4;0.51;87.29
29/08/2016;23.11;18.7;28.26;6.04;910.6;0.39;78.58
30/08/2016;22.93;19.74;28.28;8.24;910.2;0.25;82.33
31/08/2016;23.18;20;28.22;3.09;910.4;0.51;84.52
01/09/2016;22.92;19.71;27.87;4.19;910.8;0.59;86.57
02/09/2016;22.66;19.52;27.29;2.92;912.1;0.62;85.74
03/09/2016;22.87;19.16;27.45;2.11;911.9;0.47;83.83
04/09/2016;23.07;20.06;27.79;2.44;912;0.52;80.4
05/09/2016;22.35;18.54;27.28;11.37;912.9;0.68;82.4
06/09/2016;22.44;18.7;27.85;5.15;913.9;0.64;82.16
07/09/2016;21.95;18.57;27.07;2.18;914.6;0.75;82.53
08/09/2016;22.12;18.78;26.58;0.57;912.9;0.71;82.2
09/09/2016;22.81;19.05;28.1;1.6;912.6;0.58;81.05
10/09/2016;23.3;20.24;28.61;4.14;913.3;0.46;85.07
11/09/2016;23.07;20.34;27.95;5.3;913.2;0.49;84.65
12/09/2016;22.24;19.9;26.26;7.99;911.9;0.37;86.73
13/09/2016;21.91;19.48;25.34;13.78;911.5;0.31;88.81
14/09/2016;22.68;20.14;27.22;9.3;911.7;0.35;88.55
15/09/2016;22.61;20.27;26.19;2.34;911.9;0.45;89.92
16/09/2016;22.94;19.41;27.62;5.78;911.8;0.39;84.06
17/09/2016;22.66;19.5;27.5;6.57;912.4;0.57;81.47
18/09/2016;22.46;19.32;27.31;7.09;912.3;0.68;85.01
19/09/2016;22.14;19.78;26.33;5.33;912.3;0.74;88.7
20/09/2016;22.14;19.63;26.04;2.98;911.9;0.52;89.17
21/09/2016;22.55;19.66;27.4;3.4;911.2;0.52;84.14
22/09/2016;22.18;18.01;27.74;10.06;911.5;0.38;78.56
23/09/2016;21.64;18.45;26.27;18;912.1;0.43;88.41
24/09/2016;22.02;18.6;26.7;13.15;912.4;0.52;86.81
25/09/2016;21.72;19;25.57;6.88;912.3;0.4;85.57
26/09/2016;22.31;19.05;26.88;8.03;911;0.47;86.96
27/09/2016;22.26;18.79;27.11;3.25;910.9;0.47;83.24
28/09/2016;22.63;18.38;27.64;1.65;912.9;0.46;79.99
29/09/2016;22.55;19.48;27.6;5.48;914;0.66;82.47
30/09/2016;21.89;18.81;26.79;6.57;913.6;0.7;86.46
01/10/2016;20.87;17.91;25.18;2.17;912.6;0.76;85.37
02/10/2016;21.3;17.6;26.36;2.9;911.3;0.7;86.08
03/10/2016;21.7;16.79;27.05;0.62;910;0.43;78.51
04/10/2016;22.63;17.92;28.23;2.27;909.8;0.23;80.49
05/10/2016;22.9;18.6;28.3;0.52;910;0.4;78.72
06/10/2016;22.52;18.58;27.9;2.95;909.4;0.48;79.85
07/10/2016;22.1;18.77;26.98;1.67;909.7;0.52;83.24
08/10/2016;21.84;18.63;26.77;9.34;910;0.39;88.51
09/10/2016;21.99;18.91;26.83;9.3;911.7;0.7;84.23
10/10/2016;21.77;18.99;26.02;6.92;912.6;0.72;88.91
11/10/2016;21.97;19.51;25.81;7.17;912.5;0.86;91.04
12/10/2016;21.27;18.01;26.01;2.38;911.9;0.98;86.73
13/10/2016;21.06;17.13;26.12;2.91;912;0.84;86.23
14/10/2016;21.82;18.61;26.81;3.22;912.6;0.62;86.98
15/10/2016;21.65;19.21;25.71;2.79;911.8;0.63;88.58
16/10/2016;21.61;19.18;25.82;4.53;910.9;0.72;88.39
17/10/2016;21.78;18.29;26.79;8.04;909.5;0.48;89.37
18/10/2016;21.26;19.03;24.1;8.22;909.6;0.54;94.12
19/10/2016;21.53;20.01;24.28;13.46;909.4;0.28;94.06
20/10/2016;21.83;18.86;26.13;13.73;909.5;0.48;89.52
21/10/2016;21.3;18.34;25.58;1.35;910.7;0.59;86.53
22/10/2016;20.39;16.63;25.24;0.12;912.8;0.77;83.19
23/10/2016;20.93;17.35;26.07;0.41;914;0.97;85.6
24/10/2016;20.65;17.25;25.36;2.22;914.3;1.06;85.89
25/10/2016;20.28;17.63;24.96;6.28;912.7;1.17;89.12
26/10/2016;19.88;17.3;24.13;3.52;912.1;0.96;86.37
27/10/2016;19.79;16.04;24.44;0.56;911.3;1.18;85.22
28/10/2016;19.47;16.95;23.21;0.95;911.4;1.01;84.32
29/10/2016;20.44;16.22;26.25;0;911.9;0.61;80.88
30/10/2016;20.62;16.78;25.05;0.05;912.6;0.6;86.92
31/10/2016;21.43;18.04;26.18;2.1;911.3;0.9;87.47
01/11/2016;20.93;18.13;25.32;3.9;911.5;0.6;89.94
02/11/2016;21.03;18.31;25.24;5.09;911.7;0.59;91
03/11/2016;20.54;18.68;23.93;5.54;912.1;0.86;92.83
04/11/2016;20.2;18.42;23.5;5.84;912.7;1.07;92.67
05/11/2016;19.91;17.24;24.07;5.69;913.7;1.06;89.3
06/11/2016;20.35;17.53;25.27;4.01;913.5;0.97;88.89
07/11/2016;19.53;16.69;24.19;1.43;913.1;1.08;86.97
08/11/2016;20.11;15.7;25.38;0.23;912.4;0.88;85.42
09/11/2016;21.48;17.34;26.72;0.16;911.8;0.63;84.57
10/11/2016;21.59;17.77;26.49;0.19;913.2;0.81;84.96
11/11/2016;21.75;18.38;26.61;0.36;913.2;0.82;84.28
12/11/2016;21.06;17.9;25.87;1.12;913.2;0.92;85.27
13/11/2016;20.83;17.71;25.65;0.6;913.1;0.88;83.13
14/11/2016;19.61;17.69;22.64;1.19;912.8;0.95;87.49
15/11/2016;19.79;17.11;24.17;0.53;911.6;1.14;85.32
16/11/2016;20.02;16.24;24.97;2.68;911.2;0.97;86.18
17/11/2016;19.94;17.47;24.62;4.56;911.2;1.2;88.55
18/11/2016;19.79;17.02;24.79;2.15;911.9;1.21;88.12
19/11/2016;19.18;17.11;22.92;3.54;913.7;1.78;86.85
20/11/2016;18.79;16.47;22.72;9.1;914.3;2;87.67
21/11/2016;17.43;14.97;21.61;3.94;914;1.64;86.28
22/11/2016;17.64;14.19;22.58;2.41;912.9;1.25;86.91
23/11/2016;19.26;15.31;24.58;0.53;912.6;0.98;86.53
24/11/2016;20.45;17.98;24.77;4.03;912.9;1.37;88.71
25/11/2016;20.96;19.23;23.75;6.44;912.7;1.31;93.27
26/11/2016;20.57;17.86;24.21;7.86;913.3;1.23;90.95
27/11/2016;19.41;16.87;23.58;1.28;913;1.37;86.86
28/11/2016;20.86;16.56;26.89;0.15;910.2;0.48;81.81
29/11/2016;22.11;16.71;28.46;0;908.9;0.57;78.45
30/11/2016;23;18.5;29.09;0;909.3;0.4;75.82
01/12/2016;22.19;18.22;27.44;0.02;911;0.49;80.78
02/12/2016;21.69;18.64;26.86;0.42;912.2;0.64;80.8
03/12/2016;21.63;17.25;27.8;0.4;911.5;0.46;78.01
04/12/2016;22.66;18.31;28.37;0.44;910.2;0.54;79.05
05/12/2016;22.9;18.13;29.1;0.34;910.5;0.64;79.37
06/12/2016;23.28;18.86;29.29;0.02;911.7;0.48;74.87
07/12/2016;22.46;17.98;27.93;0.01;912.5;0.63;77.55
08/12/2016;21.78;17.43;27.88;3.81;913.3;0.67;73.3
09/12/2016;20.4;17.81;25.2;12.69;914.9;1.03;85.62
10/12/2016;19.27;16.86;23.6;3.8;915.3;1.31;87.63
11/12/2016;20.37;17.49;25.08;0.67;913.9;1.27;83.52
12/12/2016;20.43;18.31;24.71;2.94;913.1;0.82;88.16
13/12/2016;20.79;17.52;25.8;0.41;913.1;0.58;85.24
14/12/2016;21.78;18.08;27.2;0.58;913.3;0.68;82.63
15/12/2016;20.62;17.92;24.4;1.6;914.6;1.05;87.42
16/12/2016;20.41;17.09;25.31;1.92;914.7;0.99;86.49
17/12/2016;21.61;17.44;27.95;0.09;912.9;0.61;77.69
18/12/2016;21.37;15.32;28.35;0.04;913.4;0.65;76.01
19/12/2016;21.23;17.5;26.48;2.4;915.1;1.24;81.22
20/12/2016;20.46;18.26;24.88;9.42;915;1.67;86.42
21/12/2016;19.23;16.7;23.64;6.18;914.6;1.49;87.26
22/12/2016;18.91;16.9;23.05;4.12;915;1.48;86.92
23/12/2016;19.32;16.99;23.99;7.74;914.3;1.32;88
24/12/2016;19.96;16.51;25.35;1.28;913.8;0.99;85.38
25/12/2016;20.43;16.74;25.5;0.54;913.8;0.86;82.73
26/12/2016;20.8;17.32;26.1;0.95;913.9;0.94;85.08
27/12/2016;20.37;16.92;25.76;0.57;914.1;1.1;82.23
28/12/2016;19.91;16.64;24.97;0.34;913.8;1.24;81.44
29/12/2016;19.74;16.46;24.86;1.26;914.1;1.2;83.75
30/12/2016;19.26;16.21;23.92;3.44;914.8;1.4;85.53
31/12/2016;19.08;14.58;25.55;0.09;914.1;0.86;75.66
01/01/2017;20.96;14.93;28.32;0;913.1;0.5;72.94
02/01/2017;21.34;15.27;28.71;0;912.4;0.5;69.31
03/01/2017;21.33;17.06;27.86;0;911.7;0.6;73.75
04/01/2017;20.99;16.2;27.51;0;911.8;0.59;76.07
05/01/2017;21.41;16.8;27.88;0;911.3;0.66;72.68
06/01/2017;21.97;15.49;29.41;0.05;910.9;0.41;68.34
07/01/2017;21.11;17.54;26.76;1.07;914.9;1.04;78.09
08/01/2017;18.23;15.55;21.86;7.13;917.9;2.12;89.93
09/01/2017;16.28;14.25;19.87;3;918.5;2.2;87.43
10/01/2017;17.18;14.39;21.91;2.35;915.9;1.7;84.99
11/01/2017;18.34;14.38;23.87;0.63;914.7;1.15;82.67
12/01/2017;19.36;15.22;25.6;0;914.9;1.11;75.56
13/01/2017;18.97;15.4;24.64;1.16;916.2;1.4;77.3
14/01/2017;18.47;15.27;23.25;7.84;915.6;1.35;82.89
15/01/2017;18.74;15.99;23.81;15.48;914.1;0.95;85.23
16/01/2017;19.7;14.98;26.27;0.02;913.3;0.67;74.48
17/01/2017;20.38;15.82;26.44;0.09;913.6;0.61;79.02
18/01/2017;20.8;15.9;27.52;0.02;913.8;0.6;69.75
19/01/2017;21.48;16.62;27.93;0.03;912.6;0.31;71.96
20/01/2017;21.65;15.27;29.43;0;911.5;0.8;66.99
21/01/2017;20.95;15.05;28.39;0;911.5;0.9;64.44
22/01/2017;21.57;14.82;29.84;0.01;910;0.7;66.63
23/01/2017;19.27;13.76;25.99;0;912.9;0.92;70.49
24/01/2017;19.11;11.91;27.85;0;913.3;0.4;64.06
25/01/2017;21.34;13.93;30.18;0;912.4;0.59;55.69
26/01/2017;21.65;14.72;30.46;0;913.2;0.54;59.34
27/01/2017;20.83;15.69;27.5;0;913.8;0.77;74.06
28/01/2017;21.75;16.65;28.74;0.13;912.9;0.64;73.05
29/01/2017;20.17;16.55;25.36;1.32;915.1;1.35;79.69
30/01/2017;17.9;14.69;23;5.88;916.6;1.7;86.12
31/01/2017;17.99;14.27;24.16;0.4;916.1;1.39;80.53
01/02/2017;20.58;15.1;27.67;0;914.1;0.93;74.68
02/02/2017;20.8;16.19;27.17;0.3;914;1.09;73.96
03/02/2017;20.27;16.18;26.18;1.72;914.7;1.28;78.81
04/02/2017;20.16;16.68;25.77;2.54;914;1.42;82.1
05/02/2017;21.41;17.76;27.27;1.99;913.1;1.15;79.99
06/02/2017;21.2;17.26;27.25;2.04;913;0.99;78.1
07/02/2017;22.2;17.17;29.58;0.31;911.9;0.54;68.63
08/02/2017;22.84;16.56;30.59;0;911.3;0.35;61.98
09/02/2017;22.15;16.85;29.13;0.05;914.1;0.95;71.74
10/02/2017;21.39;17.67;27.15;1.82;916.4;1.42;75.23
11/02/2017;20.24;16.63;26.27;3.53;915.7;1.29;77.9
12/02/2017;20.33;15.83;26.53;0.33;914.5;1.14;75.77
13/02/2017;20.97;16.16;27.84;0.02;913.2;0.8;64.78
14/02/2017;22.41;16.66;30.15;0.01;911.4;0.42;60.34
15/02/2017;22.36;14.83;30.8;0;912.1;0.54;57.55
16/02/2017;22.09;16.81;29.01;0.01;914;0.61;64.34
17/02/2017;22.17;16.3;29.27;0.02;913.3;0.31;67.09
18/02/2017;23.15;17.11;30.84;0;911.6;0.7;65.51
19/02/2017;23.6;17.62;31.25;0;911.8;0.41;59.74
20/02/2017;23.54;16.48;31.63;0;912.5;0.42;58.98
21/02/2017;23.31;17.09;31.45;0.06;912.1;0.53;63.09
22/02/2017;21.53;16.98;27.61;0.66;911.3;0.67;70.45
23/02/2017;22.17;15.3;30.22;0.14;909.4;0.73;59.55
24/02/2017;23.55;17.15;32.02;0;909.1;0.91;60.87
25/02/2017;23.8;16.31;32.18;0;910.8;0.33;56.62
26/02/2017;22.31;16.85;29.92;0;912.9;0.89;57.58
27/02/2017;22.42;17.12;29.52;0.32;913.8;0.79;68.55
28/02/2017;22.84;16.61;30.9;0.94;913.9;0.74;60.17
01/03/2017;23.56;17.34;31.2;0.06;913;0.73;63.01
02/03/2017;23;18.15;30.59;1.24;913.4;1.17;61.02
03/03/2017;20.92;17.22;27.02;6.32;915.3;1.63;77.94
04/03/2017;20.73;16.6;27.31;2.34;915.2;1.63;68.05
05/03/2017;21;16.92;27.58;0.81;913.7;1.46;68.74
06/03/2017;21.92;17.1;28.43;0.25;913.1;1.15;68.19
07/03/2017;22.89;17.64;30.59;0.6;913.4;0.93;63.94
08/03/2017;22.37;17.29;29.83;0.34;914.8;1.18;67.1
09/03/2017;21.65;17.02;28.39;0.27;914;1.41;71.59
10/03/2017;22.31;17.93;29.07;2.46;913.1;1.12;71.49
11/03/2017;22.21;18;29.15;8.52;913.1;0.83;74.15
12/03/2017;22.7;18.01;29.38;1.42;912.4;0.56;73.7
13/03/2017;22.91;18.81;29.18;0.8;911.9;0.53;74.52
14/03/2017;21.7;18.5;27.85;1.46;914.7;1.16;74.77
15/03/2017;20.4;17.49;25.32;13.27;915.7;1.53;84.44
16/03/2017;18.76;16.03;23.62;3.45;916.9;1.76;80.99
17/03/2017;19.16;15.54;25.71;1.27;916.5;1.65;77.07
18/03/2017;19.29;16.71;24.65;2.93;916.6;1.7;83.74
19/03/2017;19.08;15.44;25.12;0.25;916.8;1.79;71.87
20/03/2017;18.99;15.2;25.69;2.78;916.5;1.5;74.54
21/03/2017;19.63;13.85;27.54;0;915.3;1.15;63.28
22/03/2017;19.77;14;27.3;0.06;914.5;1.26;63.71
23/03/2017;19.41;14.95;26.48;0.74;915.2;1.36;69.66
24/03/2017;20.25;14.14;28.43;0;914.6;0.94;59.33
25/03/2017;21.79;15.6;30.2;0;913.1;0.61;64.37
26/03/2017;22.28;16.07;30.8;0;912.4;0.38;56.97
27/03/2017;23.3;15.3;32.6;0;911.1;0.29;56.04
28/03/2017;24.15;17.06;32.11;0;910.8;0.36;60.19
29/03/2017;25.2;18.67;33.31;0;909.9;0.59;60.32
30/03/2017;25.67;18.86;34.29;0;909.8;0.79;57.71
31/03/2017;25.54;19.38;32.77;0;910.7;0.5;59.3
01/04/2017;26.83;20.57;34.66;0;910.9;0.67;53.95
02/04/2017;26.97;19.38;36.12;0.07;910.5;0.79;50.26
03/04/2017;27.01;20.29;35.55;0.63;909.2;0.73;56.22
04/04/2017;27.21;22.17;34.51;1.4;909;0.42;58.66
05/04/2017;27.48;20.55;35.99;0.14;910;0.52;51.32
06/04/2017;25.77;20.44;33.35;0.03;912.3;1.1;58.56
07/04/2017;23.68;19.1;30.86;0.21;913.5;1.35;66.72
08/04/2017;23.1;17.71;30.67;0.28;913;1.26;63.43
09/04/2017;24.06;18.13;31.47;0;912.2;0.84;60.38
10/04/2017;23.89;18.27;31.86;0.08;912.2;1.1;58.62
11/04/2017;23.01;18.09;30.47;0.53;912.3;1.07;63.42
12/04/2017;21.57;18.07;27.6;1.96;912.5;1.26;72.64
13/04/2017;22;16.96;29.41;0.27;912.6;1.29;62.92
14/04/2017;22.23;17.13;29.52;0.4;912.6;1.34;65.78
15/04/2017;22.69;17.36;30.37;0.27;912.8;1.19;66.09
16/04/2017;23.11;16.97;30.46;0.44;912.6;1;63
17/04/2017;23.69;18.52;30.85;3.08;911.8;0.56;67.49
18/04/2017;22.63;19.1;28.16;14.01;911.6;0.33;80.28
19/04/2017;23.1;17.88;30.79;6.07;912.3;0.86;67
20/04/2017;22.99;19.3;29.13;4.91;911.9;0.5;69.14
21/04/2017;24.09;18.23;31.39;2.69;910.2;0.28;64.16
22/04/2017;25.65;18.68;33.81;0.34;909.2;0.67;56.09
23/04/2017;24.76;20.07;31.11;0.17;910.2;0.51;64.12
24/04/2017;23.65;19.17;29.86;1.32;911;0.78;70.34
25/04/2017;24.06;18.92;29.88;0.16;910.2;0.59;68.39
26/04/2017;27.02;19.59;35.87;0;908;1.04;55.71
