"year","DOY","Date","Rain","Tair","RH","RAD","Pressure","WindSpeed","CO2","DegreeDays","PAR","FDiff","VPD","Tmax","Tmin"
NA,305,"2002-11-01",3.87,18.43,91.385,4.433,896.262,0.392,372.522,8.43,2.128,0.479,1.867,21.08,17.26
NA,306,"2002-11-02",3.84,19.741,84.666,11.472,895.762,0.394,372.522,9.741,5.507,0.418,4.095,26.07,16.61
NA,307,"2002-11-03",2.88,18.731,88.565,6.669,896.232,0.339,372.522,8.731,3.201,0.46,2.69,24.11,17.04
NA,308,"2002-11-04",0,18.869,82.27,11.614,897.053,0.37,372.522,8.869,5.575,0.4,4.425,27.04,15.43
NA,309,"2002-11-05",0,19.703,77.745,19.191,896.805,0.362,372.522,9.703,9.212,0.286,6.191,27.22,13.81
NA,310,"2002-11-06",0,19.785,81.728,13.325,896.98,0.351,372.522,9.785,6.396,0.391,4.739,26.21,16.54
NA,311,"2002-11-07",7.69,19.055,83.297,13.521,896.851,0.318,372.522,9.055,6.49,0.374,4.398,27.59,14.32
NA,312,"2002-11-08",6.78,19.044,90.851,4.14,896.72,0.303,372.522,9.044,1.987,0.47,2.082,21.99,16.71
NA,313,"2002-11-09",0,20.506,83.614,16.485,897.385,0.394,372.522,10.506,7.913,0.328,4.609,27.19,17.42
NA,314,"2002-11-10",5.78,19.709,84.531,13.298,896.743,0.361,372.522,9.709,6.383,0.388,4.421,29.89,15.12
NA,315,"2002-11-11",0,20.211,86.189,10.997,896.216,0.366,372.522,10.211,5.278,0.434,3.642,25.97,16.78
NA,316,"2002-11-12",0,20.246,85.058,10.215,896.166,0.351,372.522,10.246,4.903,0.434,4.037,27.5,15.6
NA,317,"2002-11-13",0.96,20.049,86.2,6.969,896.424,0.294,372.522,10.049,3.345,0.442,3.507,24.69,16.4
NA,318,"2002-11-14",0,20.611,83.787,10.897,896.133,0.303,372.522,10.611,5.231,0.42,4.446,27.26,16.62
NA,319,"2002-11-15",1.92,19.157,83.963,11.679,897.041,0.494,372.522,9.157,5.606,0.397,4.04,25.61,13.89
NA,320,"2002-11-16",0,19.935,79.625,19.402,896.695,0.649,372.522,9.935,9.313,0.28,6.018,29.58,13.76
NA,321,"2002-11-17",0,20.611,79.352,18.857,894.718,0.538,372.522,10.611,9.051,0.293,6.201,28.73,14.79
NA,322,"2002-11-18",0,20.618,79.138,18.065,895.26,0.595,372.522,10.618,8.671,0.303,6.327,29.19,14.81
NA,323,"2002-11-19",21.2,20.75,83.711,13.555,895.739,0.458,372.522,10.75,6.506,0.39,4.856,30.06,16.13
NA,324,"2002-11-20",63.86,19.962,89.265,7.049,896.205,0.55,372.522,9.962,3.384,0.457,2.663,24.88,17.87
NA,325,"2002-11-21",29.87,19.762,85.907,9.156,896.526,0.616,372.522,9.762,4.395,0.432,3.652,25.56,17.76
NA,326,"2002-11-22",28.91,18.775,88.477,5.453,896.137,0.585,372.522,8.775,2.617,0.463,2.666,24.22,16.94
NA,327,"2002-11-23",5.8,19.231,84.115,6.584,895.96,0.605,372.522,9.231,3.161,0.463,3.861,24.59,17.3
NA,328,"2002-11-24",2.89,20.373,78.629,15.356,896.287,0.584,372.522,10.373,7.371,0.347,5.579,25.16,16.35
NA,329,"2002-11-25",10.9,20.297,88.28,4.134,899.735,0.514,372.522,10.297,1.984,0.478,3.222,25.39,16.35
NA,330,"2002-11-26",13.23,19.063,95.55,5.745,900.435,0.347,372.522,9.063,2.758,0.467,1.032,21.77,16.91
NA,331,"2002-11-27",7.93,20.344,86.221,15.675,899.32,0.404,372.522,10.344,7.524,0.345,4.094,26.81,16.07
NA,332,"2002-11-28",2.62,19.253,93.564,19.995,897.251,0.553,372.522,9.253,9.598,0.242,1.631,23.81,16.87
NA,333,"2002-11-29",1.81,18.294,98.766,11.247,897.122,0.398,372.522,8.294,5.398,0.401,0.26,19.67,17.36
NA,334,"2002-11-30",2.62,18.628,98.701,9.431,897.912,0.299,372.522,8.627,4.527,0.449,0.284,19.93,17.64
NA,335,"2002-12-01",3.78,19.164,98.461,7.686,898.935,0.334,372.522,9.164,3.689,0.432,0.357,21.38,18.18
NA,336,"2002-12-02",2.08,19.848,96.818,9.741,898.812,0.371,372.522,9.848,4.676,0.42,0.795,22.79,18.49
NA,337,"2002-12-03",0.88,18.742,97.78,14.062,898.524,0.54,372.522,8.742,6.75,0.368,0.493,21.03,15.46
NA,338,"2002-12-04",0.92,17.113,98.023,11.898,898.464,0.464,372.522,7.113,5.711,0.37,0.397,19.05,15.09
NA,339,"2002-12-05",21.41,17.305,99.042,4.167,897.558,0.28,372.522,7.305,2,0.464,0.192,18.94,16.5
NA,340,"2002-12-06",50.52,16.93,99.564,4.474,898.368,0.217,372.522,6.93,2.148,0.472,0.084,18.59,15.37
NA,341,"2002-12-07",64.48,16.766,97.929,7.226,898.124,0.394,372.522,6.766,3.468,0.462,0.438,20.13,15.09
NA,342,"2002-12-08",23.51,18.928,92.611,4.889,898.128,0.303,372.522,8.928,2.346,0.467,1.937,24.38,15.26
NA,343,"2002-12-09",10.16,20.009,88.089,5.271,897.947,0.271,372.522,10.009,2.53,0.475,3.37,25.65,16.15
NA,344,"2002-12-10",4.36,18.488,93.012,11.591,899.087,0.439,372.522,8.488,5.563,0.392,1.737,23.33,14.61
NA,345,"2002-12-11",16.83,18.718,88.802,6.257,899.414,0.559,372.522,8.718,3.003,0.459,2.783,23.53,14.96
NA,346,"2002-12-12",21.93,17.72,95.276,10.936,900.447,0.463,372.522,7.72,5.249,0.413,1.071,22.4,15.07
NA,347,"2002-12-13",3.13,18.276,93.046,7.205,899.464,0.369,372.522,8.276,3.459,0.468,1.632,22.59,16.26
NA,348,"2002-12-14",0.48,19.301,90.314,10.788,897.937,0.637,372.522,9.301,5.178,0.413,2.44,23.24,16.74
NA,349,"2002-12-15",1.47,18.618,91.022,18.864,896.883,0.655,372.522,8.618,9.055,0.282,2.295,24.01,13.76
NA,350,"2002-12-16",2.79,18.496,98.861,6.347,897.005,0.359,372.522,8.496,3.046,0.428,0.243,20.1,17.41
NA,351,"2002-12-17",20.3,18.126,98.726,12.856,897.789,0.871,372.522,8.126,6.171,0.386,0.269,19.35,16.84
NA,352,"2002-12-18",45.11,18.922,97.689,9.961,898.808,1.102,372.522,8.922,4.781,0.416,0.542,22.5,17.62
NA,353,"2002-12-19",30.18,18.414,97.31,15.214,899.439,0.73,372.522,8.414,7.303,0.319,0.584,19.93,17.34
NA,354,"2002-12-20",4.28,18.186,97.251,12.579,899.516,0.65,372.522,8.186,6.038,0.387,0.611,20.92,17.21
NA,355,"2002-12-21",0.6,19.026,91.991,20.032,900.555,0.799,372.522,9.026,9.616,0.259,2.008,23.27,16.65
NA,356,"2002-12-22",1.41,17.534,97.746,17.457,900.743,0.802,372.522,7.534,8.379,0.298,0.468,20.54,16.17
NA,357,"2002-12-23",1.31,18.077,90.697,16.89,899.855,0.636,372.522,8.077,8.107,0.305,2.28,22.81,15.81
NA,358,"2002-12-24",0.1,17.333,92.336,12.817,899.939,0.546,372.522,7.333,6.152,0.381,1.656,20.73,14.44
NA,359,"2002-12-25",1.52,18.651,89.542,8.079,899.837,0.67,372.522,8.651,3.878,0.455,2.605,24.12,13.89
NA,360,"2002-12-26",0.96,17.815,98.041,12.86,899.606,0.552,372.522,7.815,6.173,0.37,0.407,19.83,16.34
NA,361,"2002-12-27",11.18,18.992,92.686,5.967,898.339,0.508,372.522,8.992,2.864,0.479,1.834,22.97,15.75
NA,362,"2002-12-28",0,19.704,87.636,15.203,897.161,0.563,372.522,9.704,7.297,0.336,3.294,24.79,15.21
NA,363,"2002-12-29",0.1,19.855,87.584,20.864,898.05,0.601,372.522,9.855,10.015,0.239,3.496,25.96,15.58
NA,364,"2002-12-30",6.51,20.172,86.797,13.522,899.747,0.532,372.522,10.172,6.49,0.378,3.536,24.68,15.82
NA,365,"2002-12-31",29.8,19.934,87.452,4.537,899.856,0.393,372.522,9.934,2.178,0.479,3.488,25.14,15.49
NA,1,"2003-01-01",2.54,19.55,85.406,17.033,899.209,0.741,374.76,9.55,8.176,0.318,3.97,25.56,14.41
NA,2,"2003-01-02",3.04,18.927,80.682,7.664,899.7,0.412,374.76,8.928,3.678,0.435,5.202,24.94,13.42
NA,3,"2003-01-03",0.16,17.638,87.219,17.451,899.304,0.539,374.76,7.638,8.377,0.31,2.881,23.48,13.27
NA,4,"2003-01-04",5.88,18.139,74.797,9.749,900.389,1.194,374.76,8.139,4.68,0.42,5.96,23.69,13.14
NA,5,"2003-01-05",7.71,18.742,87.408,12.281,901.486,2.137,374.76,8.742,5.895,0.386,3.06,23.67,15.71
NA,6,"2003-01-06",6.52,18.776,88.164,5.068,902.122,0.881,374.76,8.776,2.433,0.474,2.985,23.32,15.54
NA,7,"2003-01-07",8.42,17.83,92.69,9.416,901.613,1.11,374.76,7.83,4.52,0.451,1.549,20.18,15.58
NA,8,"2003-01-08",6.38,17.53,87.035,6.525,900.374,0.272,374.76,7.53,3.132,0.453,3.022,23.69,13.47
NA,9,"2003-01-09",0,19.029,78.677,20.201,899.139,0.619,374.76,9.029,9.696,0.258,5.765,26.41,12.37
NA,10,"2003-01-10",0,18.677,88.052,20.551,898.85,0.621,374.76,8.677,9.865,0.244,2.886,23.26,14.47
NA,11,"2003-01-11",0,17.691,95.472,17.599,900.258,0.558,374.76,7.691,8.447,0.3,0.933,19.7,16.88
NA,12,"2003-01-12",0.9,19.111,82.541,17.231,900.301,0.695,374.76,9.111,8.271,0.305,4.73,25.61,15.28
NA,13,"2003-01-13",0.26,17.689,90.578,18.969,899.257,0.649,374.76,7.689,9.105,0.284,2.052,21.97,13.62
NA,14,"2003-01-14",0,18.324,84.42,19.529,897.571,0.573,374.76,8.324,9.374,0.265,4.028,25.32,13.16
NA,15,"2003-01-15",0.1,18.109,94.979,21.18,897.255,0.621,374.76,8.109,10.166,0.237,1.102,21.84,16.77
NA,16,"2003-01-16",0,17.422,96.65,14.915,897.81,0.381,374.76,7.423,7.159,0.341,0.67,19.34,16.27
NA,17,"2003-01-17",0.16,16.383,98.7,13.328,897.516,0.434,374.76,6.383,6.397,0.369,0.241,17.01,15.9
NA,18,"2003-01-18",0.1,17.289,97.288,11.018,896.984,0.372,374.76,7.289,5.289,0.4,0.567,20.01,15.99
NA,19,"2003-01-19",12.48,17.305,94.067,16.662,898,0.726,374.76,7.305,7.998,0.319,1.265,21.06,14.04
NA,20,"2003-01-20",0.1,19.459,85.087,20.548,899.173,0.812,374.76,9.459,9.863,0.258,3.947,25.03,14.47
NA,21,"2003-01-21",0.05,19.634,85.928,9.279,899.443,0.501,374.76,9.634,4.454,0.447,3.871,25.63,14.67
NA,22,"2003-01-22",0,19.424,86.856,18.836,898.55,0.773,374.76,9.424,9.041,0.29,3.403,24.68,16.03
NA,23,"2003-01-23",3.55,18.998,87.139,15.281,896.93,0.549,374.76,8.998,7.335,0.352,3.352,24.61,14.8
NA,24,"2003-01-24",0.1,19.198,85.7,15.425,895.984,0.422,374.76,9.198,7.404,0.334,3.677,24.24,14.86
NA,25,"2003-01-25",0,19.487,84.005,12.954,896.761,0.504,374.76,9.487,6.218,0.389,4.453,26.2,14.12
NA,26,"2003-01-26",0,17.455,76.37,20.077,896.019,0.783,374.76,7.468,9.637,0.269,5.813,25.31,9.79
NA,27,"2003-01-27",0,19.222,83.719,11.461,896.312,0.455,374.76,9.222,5.501,0.42,3.954,24.1,16.83
NA,28,"2003-01-28",0,19.16,80.398,16.425,896.145,0.583,374.76,9.16,7.884,0.33,4.928,24.83,15.19
NA,29,"2003-01-29",0,19.685,75.042,22.362,896.264,0.721,374.76,9.685,10.734,0.241,6.785,26.53,13.96
NA,30,"2003-01-30",0,18.209,82.478,11.781,896.764,0.557,374.76,8.209,5.655,0.42,4.041,24.15,14.1
NA,31,"2003-01-31",0,19.365,72.411,22.733,897.051,0.828,374.76,9.365,10.912,0.223,7.241,25.89,13.69
NA,32,"2003-02-01",0,17.727,76.061,17.86,896.869,0.872,374.76,7.727,8.573,0.33,5.794,24.93,11.31
NA,33,"2003-02-02",14.32,16.652,88.832,6.4,896.738,0.36,374.76,6.652,3.072,0.477,2.18,20.86,12.94
NA,34,"2003-02-03",11.42,17.96,87.597,8.322,896.639,0.194,374.76,7.96,3.995,0.455,2.72,22.11,15.38
NA,35,"2003-02-04",0,19.332,83.344,14.763,896.326,0.694,374.76,9.332,7.086,0.374,4.262,24.86,16.32
NA,36,"2003-02-05",1.92,19.226,87.199,10.347,896.149,0.378,374.76,9.226,4.966,0.435,3.048,24.01,17.04
NA,37,"2003-02-06",0,20.118,79.757,20.106,895.962,0.724,374.76,10.118,9.651,0.278,5.494,26.39,15.96
NA,38,"2003-02-07",0,19.724,77.086,20.363,896.196,0.61,374.76,9.724,9.774,0.258,6.292,26.41,14.59
NA,39,"2003-02-08",0,19.137,80,17.378,897.341,0.629,374.76,9.137,8.342,0.339,5.183,25.36,13.67
NA,40,"2003-02-09",0,20.015,77.982,19.96,898.597,0.836,374.76,10.015,9.581,0.275,5.923,25.78,16.02
NA,41,"2003-02-10",0.96,18.713,78.333,17.979,898.358,0.8,374.76,8.713,8.63,0.318,5.476,25.6,12.92
NA,42,"2003-02-11",0,17.762,79.231,17.807,897.984,0.722,374.76,7.762,8.547,0.319,5.05,24.77,11.92
NA,43,"2003-02-12",3.81,16.747,83.974,9.555,897.437,0.741,374.76,6.747,4.586,0.457,3.493,23.35,11.58
NA,44,"2003-02-13",0,18.016,74.06,22.966,896.449,0.835,374.76,8.016,11.024,0.239,6.325,25.26,11.95
NA,45,"2003-02-14",0,18.282,71.454,24.094,896.131,0.75,374.76,8.282,11.565,0.219,7.885,27.09,10.88
NA,46,"2003-02-15",0,18.891,73.414,24.166,895.858,0.803,374.76,8.891,11.6,0.222,7.207,26.31,11.82
NA,47,"2003-02-16",0.96,19.653,74.781,21.983,896.391,0.844,374.76,9.653,10.552,0.246,7.084,27.42,12.7
NA,48,"2003-02-17",0,17.986,84.589,9.155,896.804,0.38,374.76,7.986,4.395,0.435,3.505,23.28,13.63
NA,49,"2003-02-18",4.76,19.645,73.946,23.997,896.541,0.956,374.76,9.645,11.518,0.228,7.067,26.49,13.78
NA,50,"2003-02-19",2.85,18.886,79.903,23.32,896.492,0.863,374.76,8.886,11.193,0.246,5.335,25.3,12.65
NA,51,"2003-02-20",0,18.869,82.417,12.886,895.363,0.484,374.76,8.869,6.185,0.408,4.21,24.45,14.42
NA,52,"2003-02-21",0,19.258,81.26,14.147,895.999,0.528,374.76,9.258,6.79,0.379,4.85,26.13,13.74
NA,53,"2003-02-22",0.96,20.031,82.982,14.628,897.215,0.625,374.76,10.031,7.022,0.376,4.519,27.27,16.32
NA,54,"2003-02-23",1.2,16.177,86.022,20.4,899.812,0.864,374.76,6.177,9.792,0.299,3.139,22.5,12.59
NA,55,"2003-02-24",6.59,13.284,88.003,10.776,902.087,0.405,374.76,3.284,5.172,0.433,2.014,18.81,11.16
NA,56,"2003-02-25",10.25,12.659,94.464,9.876,902.685,0.76,374.76,2.659,4.741,0.442,0.826,14.99,11.4
NA,57,"2003-02-26",6.26,14.154,91.157,12.698,902.184,0.53,374.76,4.154,6.095,0.415,1.599,18.52,10.44
NA,58,"2003-02-27",39.83,15.235,94.76,5.297,901.522,1.153,374.76,5.235,2.543,0.479,0.908,16.19,14.3
NA,59,"2003-02-28",25.21,15.828,94.244,7.39,901.939,1.037,374.76,5.828,3.547,0.455,1.043,20.58,14.54
NA,60,"2003-03-01",18.23,16.585,88.336,13.286,901.12,0.871,374.76,6.585,6.377,0.403,2.482,21.88,13.96
NA,61,"2003-03-02",34.03,15.307,93.603,7.073,900.237,0.428,374.76,5.307,3.395,0.477,1.137,16.82,14.44
NA,62,"2003-03-03",18.97,15.148,94.009,7.218,900.587,0.422,374.76,5.148,3.465,0.468,1.059,17.41,13.5
NA,63,"2003-03-04",7.68,16.548,84.489,12.305,900.133,0.76,374.76,6.548,5.906,0.416,3.135,21.74,13.89
NA,64,"2003-03-05",0.91,17.498,78.048,20.351,900.085,1.215,374.76,7.498,9.769,0.308,4.775,23.62,12.94
NA,65,"2003-03-06",0,18.013,77.442,20.785,900.391,1.294,374.76,8.013,9.977,0.293,4.847,23.37,14.04
NA,66,"2003-03-07",3.06,18.169,80.115,22.766,900.149,1.236,374.76,8.169,10.928,0.261,4.578,24.24,13.59
NA,67,"2003-03-08",5.26,17.504,89.569,14.153,900.361,0.841,374.76,7.504,6.794,0.397,2.269,22.06,15.31
NA,68,"2003-03-09",0.05,19.664,80.78,24.243,900.745,1.064,374.76,9.664,11.636,0.246,4.931,25.35,15.81
NA,69,"2003-03-10",0,18.998,77.136,22.222,901.55,1.302,374.76,8.998,10.667,0.266,5.348,24.66,14.28
NA,70,"2003-03-11",2.02,17.243,83.017,18.313,901.059,0.992,374.76,7.243,8.79,0.345,3.837,25.17,13.3
NA,71,"2003-03-12",0.17,18.186,75.229,25.331,899.741,1.167,374.76,8.186,12.159,0.216,5.729,25.11,12.15
NA,72,"2003-03-13",0.46,18.602,79.735,22.777,898.756,1.01,374.76,8.602,10.933,0.272,4.929,25.04,13.86
NA,73,"2003-03-14",2.04,18.962,79.161,23.249,898.724,1.311,374.76,8.962,11.159,0.264,5.022,24.95,13.94
NA,74,"2003-03-15",8.76,16.191,89.66,10.445,900.375,0.87,374.76,6.191,5.014,0.449,2.023,19.92,13.86
NA,75,"2003-03-16",0,16.933,84.14,14.374,899.74,0.852,374.76,6.933,6.899,0.397,3.169,21.21,15.08
NA,76,"2003-03-17",0.17,17.915,79.021,18.482,899.002,1.031,374.76,7.915,8.871,0.331,4.503,22.55,13.06
NA,77,"2003-03-18",0,19.562,75.555,25.634,899.02,1.237,374.76,9.562,12.304,0.212,6.29,26.92,14.21
NA,78,"2003-03-19",0.11,19.879,78.079,24.401,899.122,1.223,374.76,9.879,11.712,0.261,5.388,25.71,14.94
NA,79,"2003-03-20",0,21.363,76.711,24.189,898.104,1.072,374.76,11.363,11.611,0.227,6.715,27.92,16.31
NA,80,"2003-03-21",0,20.72,80.892,18.9,897.062,0.995,374.76,10.72,9.072,0.325,5.025,26.24,15.42
NA,81,"2003-03-22",0,21.729,79.76,24.375,897.818,1.134,374.76,11.729,11.7,0.249,5.721,27.54,16.08
NA,82,"2003-03-23",0,22.418,77.94,22.509,898.709,1.101,374.76,12.418,10.804,0.295,6.304,27.16,17.95
NA,83,"2003-03-24",0,22.288,73.679,20.458,898.994,1,374.76,12.288,9.82,0.334,7.665,28.16,16.93
NA,84,"2003-03-25",0,21.468,81.268,22.096,899.143,0.941,374.76,11.468,10.606,0.318,5.239,26.89,17.53
NA,85,"2003-03-26",61.52,20.23,81.104,18.587,896.528,0.867,374.76,10.23,8.922,0.374,5.381,26.93,14.91
NA,86,"2003-03-27",10.9,19.694,79.586,12.89,896.985,0.549,374.76,9.694,6.187,0.452,5.728,26.42,13.54
NA,87,"2003-03-28",0.22,19.554,80.104,10.963,896.467,0.458,374.76,9.554,5.262,0.482,5.496,25.97,12.75
NA,88,"2003-03-29",0.22,20.384,81.464,19.125,896.697,0.63,374.76,10.384,9.18,0.369,5.484,27.02,13.24
NA,89,"2003-03-30",0.22,21.419,79.846,13.379,896.988,0.585,374.76,11.419,6.422,0.457,6.251,28.47,15.13
NA,90,"2003-03-31",0,20.614,83.034,23.367,897.482,0.792,374.76,10.614,11.216,0.3,4.915,26.69,15.84
NA,91,"2003-04-01",0,18.878,83.919,16.945,897.144,0.629,374.76,8.878,8.134,0.408,4.22,24.95,14.61
NA,92,"2003-04-02",0,17.395,95.505,24.133,896.215,0.801,374.76,7.395,11.584,0.276,0.907,20.92,16.45
NA,93,"2003-04-03",0.88,16.793,93.746,18.833,896.139,0.763,374.76,6.793,9.04,0.384,1.196,19.21,13.78
NA,94,"2003-04-04",0.22,19.481,78.46,19.012,895.6,0.659,374.76,9.481,9.126,0.369,6.05,26.37,13.5
NA,95,"2003-04-05",0,20.074,90.069,23.352,894.742,0.667,374.76,10.074,11.209,0.302,2.625,24.67,17.62
NA,96,"2003-04-06",0,20.658,90.494,24.288,894.767,0.757,374.76,10.658,11.658,0.276,2.716,26.33,17.77
NA,97,"2003-04-07",0,19.779,92.409,13.697,894.893,0.575,374.76,9.779,6.574,0.456,1.931,23.83,17.85
NA,98,"2003-04-08",0,19.344,91.517,11.579,895.154,0.465,374.76,9.344,5.558,0.472,2.061,23.2,17.18
NA,99,"2003-04-09",0.22,21.845,85.97,23.972,895.954,0.816,374.76,11.845,11.506,0.282,4.449,29,16.17
NA,100,"2003-04-10",0.22,22.364,85.751,22.919,896.646,0.822,374.76,12.364,11.001,0.296,4.503,28.79,17.78
NA,101,"2003-04-11",1.76,21.475,82.813,21.612,896.36,0.756,374.76,11.475,10.374,0.324,5.003,27.76,16.18
NA,102,"2003-04-12",1.75,19.588,87.43,11.867,895.553,0.575,374.76,9.588,5.696,0.472,3.131,25.54,15.88
NA,103,"2003-04-13",4.81,19.447,87.225,8.976,896.192,0.425,374.76,9.447,4.309,0.509,3.277,24.41,16.12
NA,104,"2003-04-14",0.22,19.832,85.331,12.514,897.108,0.348,374.76,9.832,6.007,0.454,3.652,24.25,15.97
NA,105,"2003-04-15",3.93,18.883,88.452,10.855,897.771,0.413,374.76,8.883,5.21,0.465,2.71,24.29,15.84
NA,106,"2003-04-16",0,17.987,85.81,13.449,897.139,0.545,374.76,7.987,6.455,0.434,3.126,23.85,14.69
NA,107,"2003-04-17",0.22,19.829,74.302,25.668,896.848,0.688,374.76,9.829,12.321,0.244,6.92,27.63,13.17
NA,108,"2003-04-18",1.53,20.656,75.275,25.419,897.079,0.851,374.76,10.656,12.201,0.254,6.994,27.78,12.11
NA,109,"2003-04-19",0.66,21.036,82.085,21.418,897.923,0.805,374.76,11.036,10.281,0.322,5.37,27.2,16.42
NA,110,"2003-04-20",0,19.127,83.126,14.786,898.728,0.682,374.76,9.127,7.097,0.424,4.225,24.28,14.85
NA,111,"2003-04-21",0,19.75,75.211,21.696,897.228,0.979,374.76,9.75,10.414,0.338,6.026,25.79,13.42
NA,112,"2003-04-22",0,21.137,83.174,20.049,895.994,0.124,374.76,11.137,9.624,0.346,4.799,26.48,16.77
NA,113,"2003-04-23",0.44,19.61,88.554,24.213,895.352,0.05,374.76,9.61,11.622,0.287,2.888,25.8,16.06
NA,114,"2003-04-24",0.87,19.559,88.996,17.507,895.404,0.369,374.76,9.559,8.404,0.402,2.79,23.97,16.77
NA,115,"2003-04-25",0,19.545,88.932,19.064,896.005,0.435,374.76,9.545,9.15,0.369,2.815,23.9,15.84
NA,116,"2003-04-26",4.01,19.02,91.154,13.326,895.587,0.36,374.76,9.02,6.397,0.442,2.204,24.82,15.67
NA,117,"2003-04-27",1.89,18.287,89.814,14.252,895.681,0.497,374.76,8.287,6.841,0.436,2.472,23.76,14.43
NA,118,"2003-04-28",2.37,19.68,78.66,7.335,896.789,0.549,374.76,9.68,3.521,0.506,6.205,26.17,13.76
NA,119,"2003-04-29",0,20.276,78.353,23.435,898.108,0.873,374.76,10.276,11.249,0.285,6.405,26.37,13.3
NA,120,"2003-04-30",0,20.883,81.425,24.537,898.471,0.846,374.76,10.883,11.778,0.263,5.455,26.51,17.07
NA,121,"2003-05-01",0,19.212,84.507,24.907,898.603,0.583,374.76,9.212,11.956,0.253,3.952,24.14,14.74
NA,122,"2003-05-02",0,18.922,79.566,23.616,898.981,0.412,374.76,8.922,11.336,0.287,5.35,25.99,12.9
NA,123,"2003-05-03",0.24,19.61,78.337,23.606,898.599,0.433,374.76,9.61,11.331,0.291,5.759,25.48,14.13
NA,124,"2003-05-04",1.19,20.206,81.578,10.9,897.504,0.562,374.76,10.206,5.232,0.485,5.242,26.28,14.43
NA,125,"2003-05-05",0.24,20.979,85.389,21.541,896.525,0.717,374.76,10.979,10.339,0.318,4.224,26.24,17.14
NA,126,"2003-05-06",13.22,21.466,80.799,8.779,895.612,0.429,374.76,11.466,4.214,0.467,5.862,27.13,16.55
NA,127,"2003-05-07",35.81,20.96,86.626,7.355,896.865,0.731,374.76,10.96,3.53,0.511,3.927,27.56,17.16
NA,128,"2003-05-08",10.64,20.973,88.009,8.473,897.872,0.628,374.76,10.973,4.067,0.497,3.512,26.53,16.81
NA,129,"2003-05-09",7.32,18.358,91.167,18.088,897.845,0.83,374.76,8.358,8.682,0.381,1.989,21.98,15.04
NA,130,"2003-05-10",0.24,19.724,79.177,16.534,897.29,0.747,374.76,9.724,7.936,0.398,5.987,25.95,13.56
NA,131,"2003-05-11",0.72,19.961,80.776,8.741,897.393,0.564,374.76,9.961,4.196,0.505,5.585,26.75,12.97
NA,132,"2003-05-12",1.89,18.469,72.36,14.318,896.829,0.607,374.76,8.469,6.873,0.441,7.668,26.13,12.07
NA,133,"2003-05-13",0.95,19.139,74.35,20.72,896.524,0.793,374.76,9.139,9.946,0.33,7.207,26.1,10.96
NA,134,"2003-05-14",1.66,20.771,85.131,8.498,896.277,0.447,374.76,10.771,4.079,0.504,4.366,27.15,14.63
NA,135,"2003-05-15",0,20.965,87.927,17.295,895.155,0.652,374.76,10.965,8.302,0.387,3.712,28.88,16.01
NA,136,"2003-05-16",15.09,19.717,91.044,12.814,894.95,0.635,374.76,9.717,6.151,0.439,2.423,27.21,17.3
NA,137,"2003-05-17",0.24,20.849,89.158,14.788,895.677,0.64,374.76,10.849,7.098,0.425,2.976,25.17,16.41
NA,138,"2003-05-18",19.31,20.011,88.388,13.88,896.216,0.678,374.76,10.011,6.663,0.454,3.148,25.32,16.42
NA,139,"2003-05-19",0.48,19.168,94.697,8.218,896.853,0.49,374.76,9.168,3.944,0.511,1.254,22.65,16.2
NA,140,"2003-05-20",1.18,21.485,85.411,21.127,896.983,0.723,374.76,11.485,10.141,0.329,4.313,28.2,17.26
NA,141,"2003-05-21",0,20.567,88.463,14.967,896.605,0.586,374.76,10.567,7.184,0.422,3.215,26.91,15.88
NA,142,"2003-05-22",2.14,21.228,86.889,20.847,896.014,0.738,374.76,11.228,10.007,0.336,4.072,27.76,16.43
NA,143,"2003-05-23",19.78,19.999,88.151,14.627,895.325,0.699,374.76,9.999,7.021,0.43,3.246,27.05,16.92
NA,144,"2003-05-24",41.19,19.242,92.126,9.958,895.608,0.479,374.76,9.242,4.78,0.484,2.061,24.6,16.64
NA,145,"2003-05-25",0.72,20.876,88.018,17.025,895.614,0.643,374.76,10.876,8.172,0.408,3.359,26.38,16.19
NA,146,"2003-05-26",2.61,21.61,87.003,16.795,898.323,0.842,374.76,11.61,8.061,0.404,3.669,26.45,18.09
NA,147,"2003-05-27",12.05,21.249,91.972,13.368,897.86,0.763,374.76,11.249,6.416,0.45,2.276,27.18,19.22
NA,148,"2003-05-28",0.19,20.985,88.843,17.266,897.281,0.804,374.76,10.985,8.288,0.393,3.016,25.99,16.8
NA,149,"2003-05-29",3.43,21.878,88.391,16.527,897.38,0.844,374.76,11.877,7.933,0.389,3.377,27.67,18.27
NA,150,"2003-05-30",60.19,21.615,86.749,14.705,898.361,1.028,374.76,11.615,7.058,0.422,3.692,27.8,17.75
NA,151,"2003-05-31",31.07,21.753,81.007,17.777,898.464,0.844,374.76,11.753,8.533,0.385,5.34,27.07,18.17
NA,152,"2003-06-01",0,21.856,89.124,20.051,898.057,0.817,374.76,11.856,9.624,0.345,3.197,26.72,17.45
NA,153,"2003-06-02",4.07,23.095,91.463,18.416,897.421,0.78,374.76,13.095,8.84,0.377,2.758,27.84,20.44
NA,154,"2003-06-03",5.18,23.148,91.056,18.359,898.354,0.777,374.76,13.148,8.812,0.377,2.854,27.54,20.55
NA,155,"2003-06-04",0.25,22.441,89.232,11.133,898.976,0.601,374.76,12.441,5.344,0.48,3.167,26.87,19.39
