Date	RH	Tmin	year	DOY	RAD	Rain	Pressure	WindSpeed	Tmax	Tair
04/10/1994	31.61	19.91	1994	277	24.55	0.1	910.2	69.71	19.81	20.43
05/10/1994	31.79	19.12	1994	278	24.87	0.1	910.5	66.41	20.72	19.55
06/10/1994	29.64	21.46	1994	279	23.89	0.62	911.1	70.09	20.32	21.93
07/10/1994	29.52	13.39	1994	280	23.16	0.21	910.9	74.27	19.41	13.87
08/10/1994	28.39	10.98	1994	281	22.81	0.99	910.4	74.02	20.12	11.78
09/10/1994	27.45	14.9	1994	282	22.4	1.98	910.2	76.95	18.99	15.33
10/10/1994	30.64	16.31	1994	283	23.38	3.72	910.1	71.52	18.55	16.69
11/10/1994	25.98	14.47	1994	284	21.67	9.35	910.6	84.95	19.23	15.08
12/10/1994	28.73	17.17	1994	285	22.43	7.51	909.9	79	18.11	17.61
13/10/1994	27.36	15.34	1994	286	23.04	0.2	909.8	77.39	19.43	15.83
14/10/1994	29.57	19.3	1994	287	23.51	0.06	910.3	74.39	19.48	19.67
15/10/1994	31.81	21.92	1994	288	25.02	0	910.9	66.86	20.7	22.63
16/10/1994	29.38	21.06	1994	289	24.13	0.55	911	72.97	20.8	21.38
17/10/1994	24.65	17.21	1994	290	21.9	4.19	910.4	88.23	20.55	17.76
18/10/1994	28.52	18.68	1994	291	22.91	0.04	909.6	74.27	20.08	20.06
19/10/1994	30.29	19.91	1994	292	23.58	0.13	910.6	68.97	18.45	21.04
20/10/1994	29.59	17.42	1994	293	23.66	0.16	911.1	72.45	19.75	18.48
21/10/1994	30.18	17.82	1994	294	23.41	0	911.1	65.91	18.69	19.01
22/10/1994	29.91	19.62	1994	295	23.26	0.01	910.7	67.53	17.56	20.05
23/10/1994	29.91	17.1	1994	296	23.63	0.1	911.5	67.56	19.39	18.24
24/10/1994	30.37	18.36	1994	297	22.77	0	912	61.91	17.4	19.45
25/10/1994	30.55	20.2	1994	298	23.13	0	912.2	61.99	17.04	21.13
26/10/1994	31.04	19.94	1994	299	22.91	0	913.2	57.6	17.49	21.03
27/10/1994	29.82	20.41	1994	300	21.87	0.01	913.3	60.29	16.51	21.73
28/10/1994	31.77	21.74	1994	301	23.05	0	911.7	54.4	15.6	22.38
29/10/1994	29.95	20.2	1994	302	23.31	0.3	912	62.81	18.18	21.16
30/10/1994	30.04	18.94	1994	303	23.6	0.52	912.2	70.58	19.43	20.12
31/10/1994	28.22	17.24	1994	304	23.08	0.26	912.1	76.01	19.9	18.49
01/11/1994	28.09	17.6	1994	305	22.82	0.77	912.1	74.51	19.65	19.23
02/11/1994	29.07	16.52	1994	306	22.84	1.5	912.2	74.22	19.11	17.69
03/11/1994	28.64	16.92	1994	307	22.8	1.13	911.7	71.42	19.21	17.96
04/11/1994	27.99	11.52	1994	308	22.31	0.83	910.6	75.96	18.83	12.25
05/11/1994	27.69	15.7	1994	309	22.52	0.15	910.2	75.19	19.64	16.13
06/11/1994	28.74	17.32	1994	310	22.88	0.15	911.7	72.92	18.53	18.45
07/11/1994	29.07	13.75	1994	311	22.73	0.34	912.4	72.45	18.53	15.47
08/11/1994	28.24	11.38	1994	312	22.53	0.46	911.8	73.47	18.74	12.91
09/11/1994	28.74	13.54	1994	313	22.57	0.39	910.8	70.19	18.82	14.87
10/11/1994	28.27	12.85	1994	314	21.82	1.36	910.3	75.96	17.83	14.17
11/11/1994	28.16	11.09	1994	315	21.44	0.97	911.1	76.61	17.23	12.59
12/11/1994	29.39	16.45	1994	316	21.75	0.28	912	66.93	16.41	17.95
13/11/1994	29.28	17.78	1994	317	21.71	0.74	911.3	70.76	16.83	19.07
14/11/1994	29.44	16.78	1994	318	20.94	0.01	910.7	52.89	14.29	17.7
15/11/1994	30.06	16.2	1994	319	21.52	0	911.9	49.36	15.18	16.89
16/11/1994	28.93	19.55	1994	320	21.04	0	912.6	58.68	15.54	20.76
17/11/1994	28.27	17.39	1994	321	20.33	0	911.8	59.6	13.44	18.42
18/11/1994	29.94	19.08	1994	322	21.87	0.03	912.6	64.54	15.35	20.3
19/11/1994	29.04	15.41	1994	323	22.1	0.31	912.8	73.32	17.44	16.78
20/11/1994	30.13	17.6	1994	324	22.78	0.02	912.3	66.13	17.32	18.66
21/11/1994	30.86	18.9	1994	325	22.98	0.34	912.8	68.7	17.38	20.12
22/11/1994	28.06	11.2	1994	326	21.37	1.96	914.4	74.4	17.39	13.07
23/11/1994	26.47	12.2	1994	327	19.83	2.03	915.3	76.15	15.61	13.96
24/11/1994	27.34	8.68	1994	328	20.75	0.38	915.7	73.91	16.25	10.55
25/11/1994	28.77	10.48	1994	329	22.06	0.35	915.8	73.02	17.14	12.2
26/11/1994	29.88	14.11	1994	330	23.02	0.56	914.6	72.99	18.55	15.63
27/11/1994	32.05	18	1994	331	23.99	0	912.6	61.22	18.26	18.87
28/11/1994	32.22	17.93	1994	332	24.25	0	911.9	59.18	17.68	18.75
29/11/1994	30.45	16.67	1994	333	23.59	0.04	912.1	64.9	18.59	17.95
30/11/1994	30.05	16.63	1994	334	23.14	0.14	912.9	67.96	18.81	18.19
01/12/1994	29.5	13.79	1994	335	22.91	1.1	913	70.74	18.82	15.46
02/12/1994	28.4	13.68	1994	336	21.98	1.62	912.5	73.69	18.26	15.18
03/12/1994	29.59	19.58	1994	337	21.81	1.42	911.8	69.27	17.18	20.73
04/12/1994	28.81	12.67	1994	338	21.69	0.83	913.2	73.3	16.64	13.98
05/12/1994	29.06	14.44	1994	339	22.3	0.5	913.3	73.56	18.08	16.05
06/12/1994	28.92	11.95	1994	340	22.46	2.91	913.7	74.25	18.45	13.73
07/12/1994	27.33	17.53	1994	341	21.29	8.34	913.2	80.81	18.02	18.99
08/12/1994	29.05	17.46	1994	342	22.15	0.18	912.4	70.12	18.18	18.89
09/12/1994	28.69	17.06	1994	343	22.14	0.23	911.8	72.24	18.09	18.54
10/12/1994	28.14	18.94	1994	344	21.6	0.12	911.7	68.23	17.35	20.48
11/12/1994	27.4	12.78	1994	345	21.12	0.63	913	77.01	17.23	14.57
12/12/1994	27.07	14.11	1994	346	20.53	1.68	913.8	74.74	16.69	16.05
13/12/1994	26.44	13.97	1994	347	19.86	4.25	913.6	82.28	16.28	15.77
14/12/1994	27.14	17.53	1994	348	20.38	0.31	913	74.89	16.08	19.26
15/12/1994	28.2	13.03	1994	349	20.93	1.47	912.2	77.38	16.19	14.79
16/12/1994	27.35	16.24	1994	350	20.58	2.57	912.2	78.1	16.7	17.74
17/12/1994	27.46	9.54	1994	351	20.83	1.32	913.2	76.87	17.22	11.19
18/12/1994	27.72	12.06	1994	352	20.74	0.38	913.3	76.03	16.38	13.81
19/12/1994	27.82	15.16	1994	353	20.83	0.09	913.5	70.15	15.72	16.58
20/12/1994	29.33	19.26	1994	354	21.84	0	912.9	66.91	16.21	20.01
21/12/1994	29.53	16.52	1994	355	21.8	0	913.6	65.94	16.7	17.7
22/12/1994	28.32	12.82	1994	356	20.94	0.21	913.9	68.06	15.89	14.35
23/12/1994	25.93	12.74	1994	357	19.88	0.63	913.6	70.48	15.4	14.43
24/12/1994	26.54	16.31	1994	358	18.69	0.24	914.3	66.25	14.63	17.62
25/12/1994	27.1	6.52	1994	359	19.42	0.05	915	62.46	13.13	7.25
26/12/1994	25.96	12.2	1994	360	19.36	0.18	916.3	70.18	14.97	13.38
27/12/1994	26.29	15.59	1994	361	19.19	0.66	914.9	71.33	14.48	16.67
28/12/1994	29.07	17.35	1994	362	20.65	0	912.2	63.26	14.16	17.88
29/12/1994	27.42	15.7	1994	363	19.91	0	912.6	65.23	14.41	16.58
30/12/1994	27.3	18.97	1994	364	19.06	0.01	913.3	59.84	13.48	20.02
31/12/1994	28.3	21.53	1994	365	19.72	0.02	913.3	62.89	13.65	22.63
01/01/1995	27.6	16.42	1995	1	20.18	0.46	913.6	69.71	15.04	18.05
02/01/1995	27.27	10.58	1995	2	20.5	2.38	914.6	78.44	16.39	12.11
03/01/1995	29.87	16.09	1995	3	21.71	0.01	915.1	62.37	16.38	17.25
04/01/1995	28.37	16.88	1995	4	21.4	0.01	915.5	66.93	16.22	18.2
05/01/1995	28.12	14.76	1995	5	21.25	0.05	915.2	71.71	16.19	16.36
06/01/1995	31.53	20.92	1995	6	22.73	0.02	913.4	54.25	16.74	21.75
07/01/1995	30.3	21.28	1995	7	21.6	0.23	914.1	55.72	15.27	22.38
08/01/1995	27.49	19.15	1995	8	20.16	0.49	916.4	70	15.4	20.85
09/01/1995	27.4	14.83	1995	9	21.08	0.23	916.3	71.12	17.26	16.68
10/01/1995	26.69	14.72	1995	10	19.59	0	915.6	68.59	14	16.47
11/01/1995	27.25	17.82	1995	11	18.81	0.01	914.3	59.99	13.15	19.06
12/01/1995	29.29	20.99	1995	12	20.97	0.02	912.5	57.73	14.7	21.73
13/01/1995	30.56	18.76	1995	13	22.22	0	910	53.19	15.07	19.88
14/01/1995	28.03	16.34	1995	14	21.53	0.01	911	61.12	15.86	17.01
15/01/1995	27.54	16.96	1995	15	20.29	0	913.8	61.63	14.41	18.29
16/01/1995	28.35	21.6	1995	16	19.39	0	913.2	59.57	12.62	22.86
17/01/1995	30.91	21.42	1995	17	21.48	0	911.5	53.73	14.2	21.9
18/01/1995	32.37	22.5	1995	18	22.97	0	911.2	49.41	14.87	23.06
19/01/1995	29.77	17.46	1995	19	22.3	0.32	912.4	66.12	16.84	18.82
20/01/1995	27.8	10.8	1995	20	20.8	0.52	913.4	69.56	16.11	12.33
21/01/1995	29	17.46	1995	21	21.23	0.42	913.5	65	15.63	18.85
22/01/1995	28.14	17.57	1995	22	20.66	0.64	913.1	64.93	15.86	18.95
23/01/1995	30.2	21.96	1995	23	21.41	0.24	912.9	63.02	15.39	23.58
24/01/1995	28.03	8.5	1995	24	21.6	1.51	914.4	74.39	18.09	10.73
25/01/1995	27.02	7.96	1995	25	20.45	3.07	915.1	76.65	17.14	10.3
26/01/1995	26.65	17.35	1995	26	19.88	0	915.1	65.2	15.68	19.5
27/01/1995	27.67	19.4	1995	27	20.04	0	913	59.63	14.05	20.5
28/01/1995	32.35	22.07	1995	28	22.87	0	911	52.22	15.32	22.59
29/01/1995	32.48	19.48	1995	29	23.51	0.03	911.1	51.66	16.24	20.14
30/01/1995	30.11	16.24	1995	30	22.4	0.51	912.1	63.33	16.59	17.4
31/01/1995	24.36	8.35	1995	31	19.74	1.42	913.6	80.7	17.12	10.38
01/02/1995	27.82	15.98	1995	32	20.98	0.03	913.7	70.27	16.81	17.75
02/02/1995	30.02	11.99	1995	33	22.3	0.01	913.9	70.37	16.66	13.47
03/02/1995	29.81	16.49	1995	34	22.64	0.06	913.8	68.65	17.42	17.59
04/02/1995	24.94	7.88	1995	35	21.09	2.48	915.1	77.31	17.6	9.64
05/02/1995	23.42	10.26	1995	36	18.65	5.46	915.8	83.34	16.1	12.22
06/02/1995	27.72	14.11	1995	37	20.24	0	915.3	69.86	15.17	15.8
07/02/1995	29.26	21.35	1995	38	20.94	0	914.7	65.68	15.61	22.88
08/02/1995	27.46	22.36	1995	39	19.75	0	916.9	61.18	14.91	24.37
09/02/1995	25.82	19.4	1995	40	18.84	0	917.8	64.76	14.24	21.59
10/02/1995	30.43	23.22	1995	41	20.78	0	914.3	49.66	13.89	24.11
11/02/1995	34.12	24.19	1995	42	23.47	0	911.7	36.8	13.81	25.08
12/02/1995	35.07	24.52	1995	43	24.67	0	912.3	38.46	16.97	25.23
13/02/1995	34.11	23.83	1995	44	24.16	0	912.8	50.24	16.54	24.81
14/02/1995	32.52	22.82	1995	45	23.42	0	913.1	57.22	16.63	24.03
15/02/1995	33.57	23.87	1995	46	23.57	0	912.9	49.03	15.73	24.9
16/02/1995	34.12	23.54	1995	47	23.99	0	912.6	45.95	17.04	24.39
17/02/1995	33.26	24.05	1995	48	23.65	0.08	913.3	54.44	16.66	25.26
18/02/1995	30.62	19.66	1995	49	23.17	0	914.1	60.82	18.71	21.54
19/02/1995	30.17	17.64	1995	50	22.53	0.14	914.2	63.9	17.76	19.57
20/02/1995	28.22	15.84	1995	51	21.52	0.15	914.6	64.97	16.41	17.71
21/02/1995	27.09	8.86	1995	52	19.81	1.5	914.7	74.79	14.42	10.71
22/02/1995	26.63	18.47	1995	53	19.49	0.08	915.3	64.95	14.33	20.53
23/02/1995	28.62	23.22	1995	54	20.02	0	914.3	59.39	13.91	24.78
24/02/1995	28.6	24.23	1995	55	20.06	0.01	914.6	59.63	13.72	26
25/02/1995	27.77	14.15	1995	56	20.01	0.5	915.1	67.68	14.54	16.22
26/02/1995	29.5	23.8	1995	57	21.4	0	914.7	63.13	15.52	25.43
27/02/1995	31.76	22.39	1995	58	22.65	0	913.2	58.67	15.83	23.69
28/02/1995	33.24	22.21	1995	59	24.34	0	911.3	58.03	17.24	22.82
01/03/1995	32.37	16.34	1995	60	24.22	0.1	911.5	60.68	18.04	17.61
02/03/1995	30.46	19.22	1995	61	23.12	0.02	913	66.3	18.05	21.16
03/03/1995	29.74	20.05	1995	62	22.17	0.06	914.4	64.04	17.2	22.24
04/03/1995	29.7	21.42	1995	63	21.86	0.02	913.8	59.9	16.52	23.5
05/03/1995	32.19	19.4	1995	64	23.44	0	912.2	58.42	16.49	20.74
06/03/1995	32.94	20.99	1995	65	24.89	0	911.2	56.99	18.35	21.5
07/03/1995	34.87	23.65	1995	66	25.69	0	909.9	52.29	17.98	24.86
08/03/1995	32.67	21.64	1995	67	24.42	0.85	911.2	58.86	18.7	23.07
09/03/1995	25.25	9.83	1995	68	18.67	0.72	915	63.65	14.64	12.93
10/03/1995	25.58	17.64	1995	69	18.64	0	916.1	67.37	14.53	20.22
11/03/1995	28.64	19.91	1995	70	19.78	0	916.2	58.31	13.49	21.85
12/03/1995	31.06	25.24	1995	71	22.69	0	914.5	61.63	15.45	26.27
13/03/1995	33.42	23.98	1995	72	24.36	0.08	912.7	56.08	17.54	24.77
14/03/1995	33.06	24.52	1995	73	23.87	0.04	912.3	53.64	17.38	25.69
15/03/1995	30.88	17.75	1995	74	22.55	0.09	911.7	54.95	15.33	18.96
16/03/1995	32.52	22.21	1995	75	23.88	0.03	911.6	52.37	16.58	22.72
17/03/1995	30.59	25.67	1995	76	23.31	0	913.6	53.08	17.85	26.83
18/03/1995	30.75	21.53	1995	77	22.29	0	914.4	54.25	14.93	23.05
19/03/1995	31.76	23.54	1995	78	22.82	0	913.8	53.67	16.02	24.86
20/03/1995	32.54	23.22	1995	79	23.63	0	912.7	47.52	15.65	23.81
21/03/1995	33.1	23.58	1995	80	24.41	0	912.8	46.55	17.91	24.34
22/03/1995	35.32	25.7	1995	81	25.59	0	911.8	38.89	17.98	26.16
23/03/1995	35.45	24.44	1995	82	26.05	0	910.3	45.75	18.26	25.08
24/03/1995	35.72	24.41	1995	83	26.31	0.01	908.6	47.81	18.33	25.39
25/03/1995	35.72	22.97	1995	84	26.7	0	909.3	47.72	18.98	23.61
26/03/1995	35.32	22.18	1995	85	27.14	0	910.4	48.62	20.26	22.57
27/03/1995	35.71	21.38	1995	86	26.48	0.01	910.8	49.32	19.31	22.03
28/03/1995	34.91	21.49	1995	87	25.95	0	911.2	51.74	19.26	22.42
29/03/1995	35.43	25.88	1995	88	26.08	0	910.4	47.28	18.4	26.7
30/03/1995	35.47	26.78	1995	89	26.28	0	910.5	45.65	19.15	27.18
31/03/1995	36.32	26.53	1995	90	26.71	0.01	909.9	41.73	18.36	26.93
01/04/1995	36.02	22.39	1995	91	27.08	0	910.1	43.42	19.48	22.88
02/04/1995	34.02	14.94	1995	92	25.47	0.01	911.2	53.94	18.82	16.37
03/04/1995	33.24	21.02	1995	93	24.84	0	911.7	54.22	18.65	22.53
04/04/1995	35.73	20.66	1995	94	26.27	0	909.9	51.36	19.16	21.25
05/04/1995	36.17	26.64	1995	95	27.26	0.01	908.3	50.95	19.53	27.48
06/04/1995	33.88	21.38	1995	96	26.96	2.52	908.8	58.64	22.27	21.81
07/04/1995	29.8	17.5	1995	97	24.57	11.39	910	75.7	21.4	18.23
08/04/1995	32.23	19.58	1995	98	25.72	0	909.5	67.72	21.22	20.13
09/04/1995	32.02	23.58	1995	99	26.22	0.14	908.1	62.88	21.55	24.14
10/04/1995	30.45	19.69	1995	100	25.25	1.36	907.7	69.98	21.38	20.63
11/04/1995	30.78	25.27	1995	101	25.65	0.13	909.6	64.61	20.78	25.85
12/04/1995	30.44	17.32	1995	102	25.02	0.11	912.2	68.27	21.29	18.44
13/04/1995	28.25	18.58	1995	103	23	0.11	913.3	69.62	19.26	20.42
14/04/1995	31.03	23.26	1995	104	23.38	0.01	911.6	62.03	18.34	25
15/04/1995	33.32	27.5	1995	105	24.3	0	911	50.18	16.8	28.7
16/04/1995	31.29	21.64	1995	106	24.52	0	911.9	57.69	19.2	22.64
17/04/1995	32.78	21.28	1995	107	24.95	0.36	911.8	53.72	18.36	21.95
18/04/1995	33.33	16.52	1995	108	25.5	0.01	910.6	55.93	19.15	17.7
19/04/1995	33.05	23.36	1995	109	25.9	0	909.8	55.03	19.47	24.61
20/04/1995	34.12	23.8	1995	110	26.43	0.03	909.2	53.7	20.28	24.99
21/04/1995	33.37	19.12	1995	111	25.47	0.67	909.5	65.77	21.26	19.97
22/04/1995	33.85	21.85	1995	112	26.09	0.02	909.7	59.34	19.92	22.47
23/04/1995	33.86	22.46	1995	113	26.92	0	908.5	56.75	21.44	23.33
24/04/1995	34.18	20.99	1995	114	26.62	0.25	908.9	54.95	21.39	21.69
25/04/1995	32.93	21.96	1995	115	25.18	0.51	910.5	56.44	18.88	23.23
26/04/1995	30.4	23.29	1995	116	24.21	3.37	910.7	67.09	20.09	24.3
27/04/1995	26.7	14.9	1995	117	22.24	9.29	910.3	84.28	19.98	15.63
28/04/1995	27.01	10.84	1995	118	22.45	1.08	910.3	72.53	18.48	11.88
29/04/1995	27.65	19.91	1995	119	23.16	0.18	910.1	70.16	19.03	20.63
30/04/1995	31.51	19.94	1995	120	24.97	0.08	909.9	61.41	19.32	20.23
01/05/1995	33.69	18.72	1995	121	26.02	0.21	909.1	56.58	19.51	19.01
02/05/1995	33.35	22.5	1995	122	25.88	1.42	909.6	59.15	19.63	22.92
03/05/1995	29.02	23.04	1995	123	24.58	0.57	910.4	66.35	21.48	23.37
04/05/1995	27.62	17.93	1995	124	23.83	6.73	912.1	72	20.88	18.55
05/05/1995	27.48	19.94	1995	125	23.24	1.15	912.9	71.62	20.06	20.59
06/05/1995	32.46	20.99	1995	126	25.07	1.03	911.5	63.23	19.73	21.67
07/05/1995	28.64	19.33	1995	127	24.01	0.4	911.2	70.71	19.98	19.86
08/05/1995	31.42	22.72	1995	128	25.01	0.01	910.5	63.18	19.57	23.56
09/05/1995	33.25	23.18	1995	129	25.86	0	910.9	59.24	19.96	24.11
10/05/1995	34.59	25.13	1995	130	26.8	0	910.7	56.79	20.56	26.13
11/05/1995	35.68	24.95	1995	131	27.45	0	910	53.53	20.56	25.58
12/05/1995	35.63	24.59	1995	132	27.82	0	909.4	51.49	20.74	25.39
13/05/1995	35.54	24.3	1995	133	27.79	0	908.9	52.09	21.63	25.2
14/05/1995	35.32	25.99	1995	134	27.4	0.35	910.3	55.01	22.13	26.51
15/05/1995	34.96	22.75	1995	135	26.31	1.04	910.6	52.42	19.65	23.72
16/05/1995	35.17	23.9	1995	136	26.01	1.63	910.3	50.47	18.8	24.55
17/05/1995	31.04	22.18	1995	137	24.27	9.85	910.5	69.13	20.15	23.21
18/05/1995	31.56	24.55	1995	138	24.49	13.75	910.9	67.8	19.37	25.88
19/05/1995	33.64	27	1995	139	25.48	2.23	911.3	59.64	18.76	28.08
20/05/1995	34.09	21.2	1995	140	26.15	1.11	910.9	58.63	19.71	21.74
21/05/1995	29.02	18.36	1995	141	24.51	3.08	912	72.18	21.18	18.81
22/05/1995	31.45	21.71	1995	142	25.45	4.32	912.6	64.84	21.02	22.1
23/05/1995	31.27	21.24	1995	143	25.29	0	911.8	63.75	20.23	21.64
24/05/1995	32.73	23.51	1995	144	25.61	0.02	911	63.85	20.5	24.22
25/05/1995	27.14	19.01	1995	145	23.26	0.25	911.1	76.89	20.55	19.43
26/05/1995	26.44	20.48	1995	146	23.08	0.06	911.9	73.15	20.03	21.07
27/05/1995	30.71	22.82	1995	147	24.69	0.03	911.3	64.46	19.45	23.51
28/05/1995	33.11	22.61	1995	148	25.78	0.04	911.6	57.87	19.67	23.33
29/05/1995	33.24	21.38	1995	149	25.65	0	911.8	56.85	20.12	22.45
30/05/1995	33.77	22.82	1995	150	25.96	0.23	911.4	56.52	19.76	23.63
31/05/1995	31.94	21.6	1995	151	25.22	1.17	911.1	65.17	20.2	22.35
01/06/1995	31.08	22.1	1995	152	24.88	0.54	910.4	67.43	20.47	22.89
02/06/1995	31.2	20.09	1995	153	24.59	1.17	909.9	66.42	20	20.91
03/06/1995	28.46	18.36	1995	154	23.9	0.96	910.1	69.22	20.32	19.04
04/06/1995	29.71	20.81	1995	155	24.58	0.56	910.7	66.01	20.21	21.66
05/06/1995	33.78	22.46	1995	156	26.15	0.13	910.9	56.39	19.77	23.6
06/06/1995	31.12	27.47	1995	157	25.56	0.2	910.4	63.05	21.15	28.7
07/06/1995	31.97	22.82	1995	158	25.07	0.68	909.8	66.92	21.27	23.91
08/06/1995	32.89	22.25	1995	159	25.35	3.12	910.3	69.62	20.96	22.93
09/06/1995	33.62	19.08	1995	160	25.83	0.44	911.1	66.58	20.78	19.89
10/06/1995	31.26	21.24	1995	161	24.63	0.99	911.3	69.33	20.21	22.15
11/06/1995	32.44	21.82	1995	162	25.86	0	911.5	60.67	20.51	22.68
12/06/1995	33	19.73	1995	163	26.01	0.25	911.6	61.11	21.01	20.53
13/06/1995	33.93	22.21	1995	164	26.39	0.88	911.4	60.79	20.59	22.81
14/06/1995	31.23	21.1	1995	165	25.43	0.32	911.7	68.17	21.34	21.78
15/06/1995	31.8	17.57	1995	166	25.23	2.1	911.1	69.1	20.85	18.54
16/06/1995	25.61	12.06	1995	167	23.11	8.5	910.4	88.11	21.68	12.63
17/06/1995	29.2	18.25	1995	168	23.48	11.81	910.8	80.22	20.25	18.94
18/06/1995	27.53	14.72	1995	169	23.35	1.16	910.9	81.43	20.66	15.44
19/06/1995	26.5	16.52	1995	170	22.49	2.92	910.8	86.62	20.1	16.8
20/06/1995	28.49	16.67	1995	171	23.72	2.44	908.9	79	20.36	17.18
21/06/1995	26.7	15.88	1995	172	23.16	1.3	908.9	83.33	20.84	16.81
22/06/1995	28.08	19.3	1995	173	23.82	0.46	910.4	76.25	20.67	20.25
23/06/1995	26.85	17.86	1995	174	23.17	1.01	910.9	77.93	20.46	18.51
24/06/1995	32.66	21.6	1995	175	25.09	1.54	909.4	67.77	20.02	22.15
25/06/1995	29.21	17.24	1995	176	23.36	11.64	909.8	78.34	20.19	18.07
26/06/1995	28.56	16.78	1995	177	23.58	0.73	911.2	72.78	19.91	17.9
27/06/1995	30.98	24.01	1995	178	24.49	0.22	911.8	62.68	19.1	24.57
28/06/1995	32.95	23.22	1995	179	25.01	0.03	912	58.37	18.48	23.97
29/06/1995	32.6	21.24	1995	180	25.42	0.05	911.8	60.07	19.87	22.08
30/06/1995	31.38	19.48	1995	181	24.75	0.07	911.9	64.47	20.16	20.14
01/07/1995	28.54	17.71	1995	182	23.89	0.5	912.1	70.64	20.2	18.29
02/07/1995	29.2	15.73	1995	183	23.35	0.41	911.8	72.42	19.56	16.57
03/07/1995	28.24	22.46	1995	184	23.5	0.01	912.4	70.28	20.45	23.56
04/07/1995	33.46	24.52	1995	185	25.45	0.36	912.9	60.13	19.48	25.26
05/07/1995	33.56	20.92	1995	186	25.7	0.89	912.4	57.69	20.75	21.8
06/07/1995	29.84	22.54	1995	187	23.63	5.13	912.5	72.95	19.96	23.76
07/07/1995	27.97	15.3	1995	188	22.57	4.93	911.6	76.11	19.2	16.47
08/07/1995	25.21	11.3	1995	189	21.85	11.77	911	89.21	19.99	11.57
09/07/1995	27.55	14.54	1995	190	22.39	12.94	911.5	83.71	19.19	15.21
10/07/1995	29.07	21.53	1995	191	23.36	4.11	911.5	79.44	19.58	22.23
11/07/1995	30.65	16.34	1995	192	24.56	0.88	911.4	72.72	20.22	17.33
12/07/1995	30.67	20.52	1995	193	24.76	0.67	910.6	65.71	21.22	21.48
13/07/1995	32.11	20.66	1995	194	24.93	0.31	910.8	61.73	19.96	21.62
14/07/1995	29.66	19.48	1995	195	24.09	0.5	911.3	71.04	20.06	20.09
15/07/1995	31.33	19.08	1995	196	24.84	0.19	911.4	66.46	19.88	20
16/07/1995	32.6	21.1	1995	197	25.32	0.02	912	61.19	19.74	22.34
17/07/1995	30.42	24.48	1995	198	24.23	1.04	911.8	69.93	19.95	25.25
18/07/1995	30.78	20.38	1995	199	23.88	8.97	911.7	74.99	20.23	21.29
19/07/1995	29	22.68	1995	200	22.84	4.34	912.5	73.72	18.4	23.45
20/07/1995	28.78	21.78	1995	201	23.49	3.64	912.8	73.54	19.19	22.92
21/07/1995	28.89	15.48	1995	202	23.18	1.37	913.4	75.19	19.67	16.64
22/07/1995	29.97	22.25	1995	203	23.49	1.6	912.8	72.97	19.2	23.44
23/07/1995	26.12	8.42	1995	204	22.03	9.85	910.8	81.12	19.39	9.37
24/07/1995	26.3	18.18	1995	205	21.98	6.18	910.8	86.4	19.44	19.17
25/07/1995	27.12	21.64	1995	206	22.06	7.26	911.7	81.66	18.59	22.1
26/07/1995	29.24	23.15	1995	207	22.94	2.51	911.3	75.3	18.94	24.04
27/07/1995	28.14	12.64	1995	208	22.62	2.13	910.4	80.4	19.52	13.45
28/07/1995	30.11	21.31	1995	209	23.38	0.19	911.3	66.04	17.68	22.01
29/07/1995	31.04	21.42	1995	210	24.15	0.27	911	69.82	18.78	21.78
30/07/1995	27.68	21.96	1995	211	23.71	3.07	910.4	77.21	19.72	22.5
31/07/1995	28.73	18.5	1995	212	23.53	8.5	909.4	80.38	20.43	19.24
01/08/1995	27.03	24.12	1995	213	22.95	3.68	908.3	83.74	20.87	24.5
02/08/1995	29.59	18	1995	214	23.56	1.68	908.6	78.5	19.91	18.75
03/08/1995	29.04	17.5	1995	215	23.3	4.75	910	78.53	19.39	18.5
04/08/1995	26.68	19.98	1995	216	22.42	8.78	910.1	84.89	19.27	20.85
05/08/1995	25.12	21.85	1995	217	21.81	4.38	909.2	84.35	18.94	22.47
06/08/1995	26.89	17.6	1995	218	22.26	0.4	909.5	79.45	18.95	18.26
07/08/1995	27.68	19.44	1995	219	22.69	2.26	910.6	75.18	18.83	20.49
08/08/1995	28.95	23.47	1995	220	23.24	15.3	911.7	77.65	18.74	24.01
09/08/1995	24.59	21.49	1995	221	22.18	0.69	910.6	85.75	19.91	21.98
10/08/1995	26.2	24.73	1995	222	21.74	1.32	910.1	81.54	18.78	25.62
11/08/1995	28.21	24.7	1995	223	22.3	1.15	910.4	78.49	18.3	25.78
12/08/1995	30.12	16.67	1995	224	23.18	4.83	910.9	76.03	18.08	17.39
13/08/1995	27.55	20.66	1995	225	22.7	1.05	911.1	78.5	19.76	21.25
14/08/1995	29.11	18.11	1995	226	22.96	1.93	910.3	79.03	19.12	18.91
15/08/1995	30.44	18.54	1995	227	23.48	5.66	909.6	76.45	18.66	19.16
16/08/1995	28.62	17.6	1995	228	23.81	1.3	910.6	76.49	20.26	18.08
17/08/1995	29.88	14.08	1995	229	23.78	5.66	911	75.3	19.41	14.47
18/08/1995	24.91	15.77	1995	230	22.09	26.43	910.3	91.46	20.12	16.44
19/08/1995	25.45	15.66	1995	231	21.79	0.98	910.7	86.09	19.34	16.15
20/08/1995	27.27	21.64	1995	232	22.55	0.46	911.8	82.47	19.32	21.95
21/08/1995	28.04	24.84	1995	233	23.19	0.61	912.7	79.56	19.77	25.91
